,const,children,age,income,port_modem,tablet,phone,multiple,online_security,online_backup,device_protection,tech_support,streaming_t_v,streaming_movies,paperless_billing,tenure,monthly_charge,bandwidth_g_b_year,outage_sec_perweek,email,contacts,yearly_equip_failure,techie,item1,item2,item3,item4,item5,item6,item7,item8,marital_married,marital_never_married,marital_separated,marital_widowed,area_suburban,area_urban,gender_male,gender_nonbinary,contract_one_year,contract_two_year,internet_service_fiber_optic,internet_service_none,payment_method_credit_card_automatic,payment_method_electronic_check,payment_method_mailed_check
2305,1.0,3,52,63289,1,0,1,0,0,0,0,0,1,0,1,6,104,842,5,15,1,0,0,3,3,3,3,4,3,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1
7737,1.0,0,39,17571,0,0,1,0,0,0,1,0,1,1,1,54,200,5467,6,14,2,1,0,3,3,4,4,2,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2132,1.0,1,64,36887,1,1,1,0,0,0,1,0,1,1,0,1,220,713,11,16,2,0,0,3,4,2,3,5,2,3,2,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0
3910,1.0,1,55,68622,0,0,1,0,0,0,1,0,1,0,1,8,129,1426,8,10,0,0,1,4,4,3,2,4,3,2,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
6598,1.0,3,33,9637,0,0,1,0,0,1,0,0,1,0,0,63,139,6117,8,12,0,0,0,4,5,4,4,4,4,4,4,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
7322,1.0,1,40,45822,0,1,1,0,0,1,0,0,0,1,0,59,169,5217,12,12,0,0,0,5,4,5,2,6,5,5,4,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0
474,1.0,2,26,72490,1,1,0,0,1,1,1,1,1,0,0,9,167,1781,7,15,0,0,0,3,3,2,2,4,4,3,3,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4330,1.0,2,72,26965,1,1,1,0,1,1,1,0,0,1,0,3,184,780,9,15,3,0,0,3,4,3,4,2,3,4,3,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
8423,1.0,0,33,32076,0,0,1,0,0,0,1,1,0,1,0,64,172,5666,8,10,1,0,0,3,4,4,2,6,3,2,4,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1
8496,1.0,0,89,5435,0,0,1,1,1,1,0,0,0,1,0,66,184,6163,8,13,0,0,1,4,4,2,5,4,4,4,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7257,1.0,4,41,24619,0,1,1,1,0,0,0,0,1,1,0,62,240,5849,9,8,2,0,0,3,3,3,2,4,3,3,3,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0
3813,1.0,0,54,54984,0,0,1,1,0,0,1,0,1,1,0,2,220,840,11,9,0,0,1,2,2,3,3,5,1,1,3,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1
8582,1.0,3,33,45795,1,1,1,0,1,1,1,0,0,1,0,65,184,5889,5,13,0,0,0,3,4,4,4,1,6,6,5,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
9369,1.0,1,23,36379,0,0,1,1,1,0,0,0,1,0,1,51,139,4708,11,13,1,0,0,4,4,3,3,3,3,4,3,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
7408,1.0,0,49,12958,1,1,1,1,1,0,0,0,1,0,0,54,172,4835,2,2,2,0,0,5,5,4,4,3,5,7,5,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1
7540,1.0,1,68,67871,1,0,1,1,1,1,1,1,0,0,0,56,195,4947,5,13,0,0,0,3,4,5,4,3,3,2,4,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
0,1.0,0,68,28561,1,1,1,0,1,1,0,0,0,1,1,6,172,904,7,10,0,1,0,5,5,5,3,4,4,3,4,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0
1776,1.0,3,19,27690,1,0,1,1,0,0,0,1,1,1,0,21,232,2954,9,13,1,0,0,4,4,4,3,3,3,4,3,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
1053,1.0,0,22,30185,1,0,1,1,0,1,1,1,1,1,1,5,267,1743,9,15,2,1,0,3,3,3,3,3,4,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
4419,1.0,1,77,1143,0,1,1,0,1,1,0,1,0,1,0,3,152,625,7,14,0,0,0,3,3,3,4,4,4,4,3,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
650,1.0,1,47,60415,0,1,1,0,0,0,0,1,1,1,1,20,220,2245,8,16,0,0,0,5,4,5,3,4,4,3,5,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0
4151,1.0,2,48,81945,1,1,1,1,0,1,1,1,0,0,1,5,192,795,4,12,1,0,0,3,5,3,4,2,5,5,4,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
3474,1.0,1,28,14959,1,0,1,0,0,0,0,0,0,0,0,6,79,627,7,20,2,0,0,2,2,2,4,2,3,3,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3000,1.0,7,25,26190,0,1,1,1,0,0,1,1,1,0,1,7,162,1259,9,8,0,1,0,3,4,3,5,2,4,3,4,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0
5010,1.0,7,44,29391,0,0,1,0,0,1,1,0,0,1,1,63,149,5877,3,6,1,0,0,5,5,4,3,4,3,4,5,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0
8022,1.0,5,78,49914,1,1,1,0,1,0,0,1,1,0,0,52,119,4648,6,20,1,1,0,5,5,6,3,5,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
6775,1.0,1,67,67334,0,0,1,1,1,0,0,0,1,0,1,66,172,5753,8,13,2,0,0,4,4,3,2,4,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3840,1.0,1,19,39163,1,0,1,1,1,1,1,1,0,0,1,10,195,1387,13,11,0,0,0,3,3,3,3,4,1,3,2,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0
765,1.0,1,22,11232,1,1,1,0,1,0,0,0,0,0,0,2,114,364,9,14,0,0,1,4,3,3,4,5,5,3,3,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
8809,1.0,4,44,22802,1,0,1,0,0,1,0,0,1,0,1,48,139,4797,5,7,0,0,0,2,3,3,3,3,3,4,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
5451,1.0,9,60,10521,1,1,1,0,0,1,1,1,1,0,0,65,184,5948,5,11,1,0,0,5,4,4,3,3,4,3,5,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
4906,1.0,4,23,38045,1,0,1,1,0,0,1,0,1,1,1,21,220,2605,6,17,1,0,0,3,3,2,3,5,4,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
4697,1.0,1,51,68851,0,0,0,0,0,1,0,0,1,0,1,4,159,654,0,8,0,0,1,5,4,5,3,4,5,4,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
2407,1.0,0,30,58912,0,0,1,1,1,1,0,0,1,0,0,17,162,2000,6,15,1,1,0,5,3,4,5,2,5,5,5,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
4637,1.0,1,32,34552,1,0,1,1,1,0,1,1,1,0,1,10,165,1417,11,12,2,0,0,4,4,4,3,5,3,4,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
9053,1.0,2,46,6047,0,0,1,1,1,1,0,0,0,1,1,64,204,5878,5,11,1,0,0,1,1,1,4,3,1,1,3,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
593,1.0,3,26,2374,0,1,1,0,1,0,0,0,0,0,1,3,114,551,11,13,2,0,0,3,4,4,4,5,2,3,5,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1925,1.0,3,53,38691,1,0,1,0,0,0,1,1,0,1,1,3,172,641,6,12,5,0,0,2,3,3,4,4,3,4,2,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
2049,1.0,1,51,34531,0,0,1,0,0,1,0,0,1,1,0,13,230,1670,10,9,0,0,0,4,3,4,3,2,4,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
5566,1.0,8,89,74303,0,0,1,0,1,0,0,0,0,1,0,61,117,5365,12,12,0,0,0,1,3,2,3,4,3,5,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2530,1.0,1,70,38566,0,0,1,1,0,1,1,0,1,1,0,18,255,2600,7,8,0,0,0,4,4,3,4,3,5,6,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
6990,1.0,4,27,48630,1,0,1,0,1,1,1,0,1,1,1,70,225,7138,11,10,1,0,1,3,2,3,5,2,3,3,2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1
8062,1.0,2,25,47909,0,0,1,0,0,1,0,1,0,0,1,58,127,5562,16,10,0,3,1,4,3,4,3,3,3,5,4,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0
4436,1.0,3,40,38294,0,0,1,1,1,0,1,0,1,0,0,8,164,1635,8,8,0,0,1,3,3,3,4,5,3,3,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
2754,1.0,2,21,32423,1,0,1,1,1,0,0,0,0,1,0,10,162,1810,12,17,1,0,0,3,3,4,4,2,4,2,4,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
1617,1.0,1,66,23711,0,0,1,1,0,1,0,1,1,1,1,5,255,1435,17,12,2,0,0,4,4,4,5,3,5,5,4,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
5598,1.0,4,79,42887,1,1,1,0,0,0,0,0,0,1,1,43,147,3788,7,11,0,2,0,2,2,4,2,6,2,3,4,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1
917,1.0,4,50,18414,0,0,1,0,1,1,0,1,1,0,1,3,142,836,6,14,0,2,0,2,2,2,4,3,4,3,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
6428,1.0,0,63,28140,0,0,1,0,1,0,0,0,1,0,0,58,119,5398,8,16,4,0,0,4,2,4,3,4,5,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
7285,1.0,2,61,61840,0,0,0,0,0,1,0,0,1,1,1,53,230,4958,10,11,0,1,0,3,2,3,3,6,2,1,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
5012,1.0,0,78,13172,1,1,1,0,1,1,1,1,0,0,0,50,142,4815,3,11,0,2,0,3,3,3,3,3,3,3,4,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
6062,1.0,0,29,40165,1,0,1,0,0,1,1,1,1,0,1,45,184,4178,10,10,0,0,1,3,4,4,3,4,3,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
1118,1.0,0,31,11828,1,0,1,0,1,1,1,0,1,1,1,20,225,2926,5,10,2,1,0,5,4,4,3,4,3,4,3,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0
9233,1.0,2,35,163082,1,0,1,0,0,1,0,1,0,1,0,58,182,5193,11,6,0,1,0,3,3,3,2,6,3,4,5,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
622,1.0,2,34,37552,0,0,1,0,0,1,1,0,1,0,0,6,172,1035,11,17,3,0,1,5,5,4,1,5,3,5,5,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0
9348,1.0,4,25,163156,1,0,1,1,1,1,1,1,0,0,1,53,162,4958,14,11,3,1,0,4,4,4,4,3,5,4,4,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
3036,1.0,4,65,40599,1,0,1,0,0,1,0,1,1,0,0,6,172,867,7,20,5,1,0,3,3,3,4,4,6,4,5,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
5842,1.0,3,56,62276,0,0,1,1,0,1,0,1,0,1,1,61,214,5466,9,10,0,0,0,3,3,2,5,4,3,4,4,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
8377,1.0,1,57,79248,1,0,1,1,0,0,0,0,1,1,0,52,240,4886,11,13,2,0,0,3,2,4,4,4,4,4,3,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0
9169,1.0,1,61,50335,0,0,1,0,0,0,1,0,0,1,0,71,139,6619,13,15,1,0,1,4,4,5,4,4,4,6,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2589,1.0,1,34,11250,0,0,1,1,0,0,0,0,1,1,1,1,240,722,10,12,1,0,0,4,4,4,4,3,3,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
9619,1.0,1,36,68930,0,1,1,0,0,1,0,1,1,0,1,64,139,5731,8,14,1,0,0,4,3,4,3,5,3,3,4,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0
424,1.0,2,49,33620,1,0,1,0,0,0,1,0,0,0,1,7,124,758,9,8,0,1,0,5,5,5,5,2,6,5,3,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
1602,1.0,7,45,24686,1,0,1,1,0,1,1,1,1,0,1,3,197,1454,7,14,1,0,0,4,4,3,3,3,3,4,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
5324,1.0,9,41,26043,0,0,1,0,1,1,0,0,1,0,0,47,162,4574,13,12,0,1,0,3,3,3,4,4,3,3,5,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
2387,1.0,8,65,30013,1,0,1,1,0,1,1,0,1,0,1,14,204,1849,10,6,3,1,0,3,2,3,3,4,2,3,3,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0
9591,1.0,4,78,32835,1,1,1,0,0,1,1,1,0,1,1,50,174,4970,5,9,2,1,0,4,4,4,4,3,3,5,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2054,1.0,1,82,9829,1,0,1,1,0,1,0,0,1,0,0,2,192,500,8,8,0,0,0,3,3,3,2,5,3,3,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3785,1.0,6,75,13760,1,0,1,0,1,1,1,1,1,1,1,1,257,906,9,8,1,0,1,1,2,3,5,5,3,2,3,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
1337,1.0,0,86,69014,0,0,1,1,0,0,0,0,1,1,1,7,220,1409,10,15,0,0,0,5,5,5,2,5,3,4,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
575,1.0,1,56,3504,1,0,1,1,0,1,1,0,1,1,1,3,275,1057,8,8,0,0,0,4,3,3,3,3,4,3,4,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
547,1.0,3,61,67021,1,1,1,0,1,0,1,0,1,1,0,14,190,1942,18,9,0,1,0,3,2,2,4,1,5,6,3,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0
3189,1.0,8,22,7434,0,1,1,1,0,1,1,0,1,1,0,21,255,3186,14,18,0,0,0,4,4,4,4,3,5,6,3,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
674,1.0,4,68,60317,0,0,1,0,0,1,1,1,0,0,1,3,159,532,9,14,1,1,0,4,5,4,2,5,2,4,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
668,1.0,1,44,43677,1,0,1,0,0,0,0,0,1,0,0,16,104,1643,8,8,2,1,0,5,5,4,3,4,4,5,4,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
8759,1.0,0,65,53684,0,1,1,0,0,0,1,1,1,0,0,69,142,6317,14,13,1,0,0,4,5,3,4,3,5,4,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
6385,1.0,0,86,16044,0,0,1,0,0,0,1,1,0,0,1,65,117,5761,6,9,0,0,1,4,4,5,4,3,3,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
8054,1.0,0,35,65755,0,0,1,0,0,1,0,0,0,0,0,66,114,6024,6,16,0,3,0,4,4,5,3,3,3,4,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
948,1.0,0,89,71934,1,0,0,0,1,0,0,0,1,1,0,2,210,594,13,10,0,0,0,3,3,3,4,4,4,3,4,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
526,1.0,4,21,41209,0,0,1,0,0,0,0,0,1,0,0,15,117,2148,11,17,0,1,0,5,5,5,2,4,4,3,5,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
7413,1.0,3,66,34568,1,0,1,1,0,1,0,0,1,1,1,62,262,5812,10,12,2,0,0,5,6,5,3,3,5,4,5,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0
8683,1.0,4,32,38645,1,0,1,0,1,0,0,1,0,0,1,66,127,5753,10,13,1,1,0,3,3,4,3,4,3,5,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
2160,1.0,1,52,7321,0,1,1,1,1,0,0,0,1,1,1,12,222,2028,8,9,1,0,0,2,3,2,4,3,2,4,3,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
5531,1.0,4,87,44669,1,1,1,0,1,1,0,0,0,1,0,58,152,5627,3,8,2,0,0,3,4,2,2,3,3,4,3,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0
8288,1.0,0,26,10064,1,1,1,0,1,0,0,0,0,0,1,69,114,5880,4,10,1,0,0,4,3,3,3,4,3,4,4,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1967,1.0,1,64,17172,0,0,1,1,0,0,0,1,1,0,0,7,162,1367,10,16,3,1,0,3,3,4,5,3,5,4,4,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
2318,1.0,2,19,18088,1,1,1,0,0,0,1,0,1,1,1,12,187,1749,8,15,2,0,1,3,2,2,5,2,3,4,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
3744,1.0,3,58,147682,0,0,1,1,0,0,1,0,1,0,1,9,162,1626,6,14,1,1,0,4,4,4,3,4,4,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
6929,1.0,4,75,59169,1,0,1,0,1,0,1,1,0,0,0,66,107,5642,8,11,0,0,0,5,5,5,4,5,4,5,4,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0
5969,1.0,2,78,102806,0,1,1,0,0,1,0,0,0,0,1,68,134,5744,12,10,0,0,0,2,2,2,4,2,4,4,3,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
5059,1.0,3,64,21607,0,0,1,1,1,0,0,1,0,1,1,62,194,5469,10,8,1,0,1,4,4,4,5,3,4,3,5,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0
6465,1.0,0,37,12071,1,0,1,0,0,0,0,1,0,0,1,57,124,4714,13,13,1,0,0,3,3,3,5,4,3,4,4,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
9246,1.0,6,64,19398,1,1,1,1,0,0,0,0,0,1,1,50,147,4610,9,13,2,1,0,4,3,5,3,5,6,4,3,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
3605,1.0,0,74,30213,0,0,1,0,0,0,0,0,1,0,0,2,137,270,7,11,0,1,0,3,3,3,5,4,4,2,4,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0
3742,1.0,4,26,74229,0,0,1,1,1,1,0,0,0,1,1,12,204,1687,3,6,1,1,0,4,4,4,4,2,3,4,5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
633,1.0,0,64,67019,1,0,1,0,0,0,1,0,1,1,0,14,220,1662,12,14,1,0,1,3,4,3,3,4,2,2,2,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
3341,1.0,5,29,77001,0,1,1,1,0,0,1,1,1,0,1,4,174,1419,15,11,0,1,0,4,5,6,5,3,5,4,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
5709,1.0,0,57,12602,0,1,1,1,0,0,0,0,1,1,1,66,240,5956,13,14,2,0,0,4,4,4,5,4,3,4,4,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
6696,1.0,1,67,8055,0,0,1,1,1,0,0,1,1,0,1,58,152,5140,6,10,1,0,0,3,3,2,3,4,3,3,3,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
7054,1.0,2,89,49328,0,1,1,0,1,1,0,0,0,0,0,70,137,5869,5,13,0,0,1,5,4,5,6,2,4,4,3,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0
4884,1.0,1,51,20845,1,0,1,0,1,1,1,1,0,1,0,17,197,1964,2,11,2,0,0,4,4,5,3,4,4,3,4,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0
2941,1.0,1,35,33138,1,0,1,1,0,1,0,1,0,0,1,4,147,678,7,10,0,0,0,4,4,4,2,4,2,2,4,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0
4442,1.0,1,27,62893,0,0,1,1,1,0,0,0,0,0,0,21,115,1999,9,12,1,0,0,3,4,3,4,5,3,3,4,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1
9598,1.0,0,69,33603,0,0,1,0,0,0,1,1,1,0,1,61,162,5306,8,12,3,0,0,4,4,4,4,4,4,4,5,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
4491,1.0,0,32,8457,0,1,1,0,0,1,1,1,0,0,0,7,139,1228,7,11,2,0,1,2,3,4,3,3,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
9547,1.0,3,23,45647,1,0,0,1,0,0,1,1,0,0,1,37,137,3406,8,12,0,0,0,4,4,2,2,5,3,4,3,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0
9492,1.0,1,38,25125,0,0,1,1,1,0,0,1,1,1,0,54,235,5583,10,12,1,0,0,4,4,4,4,2,4,4,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
7280,1.0,2,89,40929,0,0,1,1,0,1,0,0,1,1,0,57,242,5641,15,5,0,0,1,3,3,2,2,4,4,5,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
5926,1.0,0,52,47410,1,0,1,0,1,1,0,1,0,1,1,53,184,4813,5,13,1,2,0,3,3,3,4,4,4,4,5,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0
2324,1.0,0,58,9352,0,1,1,0,0,0,0,1,0,0,1,19,104,2006,13,13,3,1,0,3,3,2,4,3,2,2,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
4445,1.0,1,57,23188,0,1,1,0,0,0,1,0,0,1,1,1,159,347,10,16,1,0,1,3,3,3,4,4,2,4,4,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
9496,1.0,0,88,20845,1,0,1,1,0,1,0,0,0,0,1,43,167,3643,8,13,3,0,0,3,4,3,3,4,3,3,4,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
3985,1.0,3,76,189938,1,0,1,1,0,0,0,1,0,1,0,6,159,798,8,12,1,0,0,4,5,5,2,4,3,5,3,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0
86,1.0,3,67,19657,0,0,1,0,0,1,0,1,0,0,1,4,114,593,14,12,3,0,1,3,3,2,2,5,4,2,3,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
9714,1.0,6,29,34372,0,0,1,1,1,1,1,0,1,1,1,62,277,6126,12,11,0,1,1,4,4,5,3,4,4,4,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
6846,1.0,3,81,5470,0,0,1,0,0,1,0,1,1,1,0,57,210,5272,7,15,0,1,0,5,3,5,5,2,4,5,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
1401,1.0,3,24,31003,0,1,1,1,0,1,1,0,1,1,0,12,255,2383,9,11,1,0,1,3,4,3,4,2,5,4,5,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
1896,1.0,1,27,740,0,0,1,0,0,0,0,0,0,0,1,10,79,1081,9,12,1,0,0,3,3,2,3,2,4,3,4,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
4793,1.0,2,68,31096,0,1,1,1,0,0,1,0,1,0,0,22,162,2615,8,12,0,0,0,5,5,4,5,2,5,6,3,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0
3035,1.0,4,32,17615,1,1,1,0,0,1,0,0,1,0,1,3,159,721,9,15,0,0,0,3,3,2,6,1,5,5,5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
410,1.0,4,22,9729,0,0,1,1,0,0,1,1,0,1,0,3,184,1254,11,16,1,0,0,3,4,3,5,2,3,3,4,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
2372,1.0,3,89,9532,0,0,1,1,0,1,1,1,0,0,1,14,192,1493,11,12,0,1,0,4,4,4,3,4,4,3,2,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
6127,1.0,3,49,5666,0,0,1,0,0,0,0,0,0,1,0,43,147,3812,13,13,1,0,0,3,2,3,2,5,2,3,3,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0
9001,1.0,1,71,31172,0,0,1,1,1,0,0,0,1,1,0,69,242,6291,11,12,1,0,0,4,5,5,5,1,4,4,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
9104,1.0,3,28,7215,1,0,1,0,0,0,1,0,0,1,1,52,139,5082,13,7,1,0,0,2,2,4,4,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
5564,1.0,1,41,32105,0,0,1,0,1,1,0,0,1,1,1,56,212,5739,12,16,0,1,0,4,4,4,3,4,4,4,5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1
7710,1.0,2,48,18037,0,1,1,0,0,1,0,0,0,1,1,67,149,6279,6,12,1,1,0,5,4,5,3,2,6,4,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6854,1.0,2,65,45511,1,0,1,0,0,0,1,0,0,1,1,68,159,5838,5,9,1,0,0,6,5,5,5,4,3,4,3,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
2113,1.0,7,19,48531,1,0,1,1,0,0,0,1,1,1,0,10,220,1794,5,13,0,0,0,4,4,5,4,2,5,4,3,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0
723,1.0,0,64,8864,1,1,1,0,0,0,0,1,0,0,0,14,104,1573,7,13,0,1,0,5,5,4,3,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9567,1.0,0,37,40907,1,0,1,1,0,0,1,1,0,0,1,49,169,4316,14,13,2,0,0,3,3,4,3,5,3,3,3,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1
3454,1.0,8,66,59694,1,0,1,1,1,1,0,0,1,1,1,8,245,2036,8,14,2,0,0,4,4,4,3,4,4,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2962,1.0,4,47,35404,1,0,1,1,1,0,1,1,0,0,1,5,172,812,6,16,0,0,0,1,3,3,3,6,1,2,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1
6571,1.0,1,65,55588,1,0,0,1,0,1,1,0,1,0,0,49,204,4457,8,10,1,0,1,3,3,3,3,3,4,4,3,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
6283,1.0,4,75,52982,1,0,1,1,0,0,0,0,0,0,1,68,144,5699,11,13,0,0,0,3,3,3,4,3,2,2,2,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0
7723,1.0,3,64,45278,1,0,1,0,0,0,1,0,1,1,1,45,200,4798,8,9,0,1,0,3,4,4,3,3,3,3,4,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
8414,1.0,0,31,19683,1,0,1,1,1,0,0,0,1,1,1,53,242,5123,10,13,3,0,0,3,3,4,2,5,3,1,4,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1
6479,1.0,2,26,39250,0,0,0,1,0,1,1,1,0,0,1,55,192,5021,12,10,2,1,0,3,4,3,4,3,5,5,4,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
5620,1.0,0,79,48011,0,0,1,1,0,1,0,0,1,1,1,65,262,5884,8,10,4,0,0,2,2,1,6,3,2,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
